Time,100 year design rainfall - FEH 2013 model,Urban net rain mm (100 year) - as 100% rural model,Rural net rain mm (100 year) - as 100% rural model,Sewer loss m3/s (100 year) - as 100% rural model,Total net rain mm (100 year) - as 100% rural model,Direct runoff m3/s (100 year) - as 100% rural model,Baseflow m3/s (100 year) - as 100% rural model,Total flow m3/s (100 year) - as 100% rural model
03:32:00,0.270817839383816,0,0.0792294054399331,0,0.0792294054399331,0.927412843629324,0.342873547969888,1.27028639159921
03:33:00,0.265491995244177,0,0.0778511460682931,0,0.0778511460682931,0.944332331577749,0.343659615695686,1.28799194727344
03:34:00,0.260260712136899,0,0.0764899930648333,0,0.0764899930648333,0.961379876643326,0.344461756772861,1.30584163341619
03:35:00,0.255122492499359,0,0.0751459634492875,0,0.0751459634492875,0.978553245568993,0.345280087946467,1.32383333351546
03:36:00,0.250075859602043,0,0.0738190632835628,0,0.0738190632835628,0.99585023300288,0.346114723788184,1.34196495679106
03:37:00,0.245193251210135,0,0.0725311697854475,0,0.0725311697854475,1.01326866151714,0.346965776723889,1.36023443824103
03:38:00,0.240768577741492,0,0.071370086124572,0,0.071370086124572,1.03080639944788,0.347833357069806,1.37863975651768
03:39:00,0.236415191147813,0,0.0702221243043072,0,0.0702221243043072,1.04846145031017,0.348717573120226,1.39717902343039
03:40:00,0.232132081356315,0,0.0690872989211877,0,0.0690872989211877,1.06623193169587,0.349618531268048,1.41585046296392
03:41:00,0.227918250636639,0,0.0679656175723122,0,0.0679656175723122,1.08411598260345,0.350536336070563,1.43465231867401
03:42:00,0.223772713474196,0,0.0668570811462624,0,0.0668570811462624,1.10211176345605,0.351471090270662,1.45358285372671
03:43:00,0.219694496444559,0,0.0657616841049892,0,0.0657616841049892,1.12021745610842,0.352422894818048,1.47264035092647
03:44:00,0.215682638088907,0,0.0646794147569093,0,0.0646794147569093,1.13843126384311,0.353391848890447,1.49182311273356
03:45:00,0.211972364076113,0,0.0636812710591153,0,0.0636812710591153,1.15675141135646,0.354378049914798,1.51112946127126
03:46:00,0.208378243717022,0,0.0627121543442468,0,0.0627121543442468,1.17517620262885,0.355381593616261,1.53055779624511
03:47:00,0.204837987092254,0,0.0617536142314042,0,0.0617536142314042,1.19370403388632,0.356402574101278,1.5501066079876
03:48:00,0.201350893449388,0,0.0608056463705851,0,0.0608056463705851,1.21233333364104,0.35744108391799,1.56977441755903
03:49:00,0.197916269761702,0,0.05986824221824,0,0.05986824221824,1.23106254764639,0.358497214080581,1.58955976172697
03:50:00,0.194533430658398,0,0.0589413892019585,0,0.0589413892019585,1.24989013888648,0.35957105408636,1.60946119297284
03:51:00,0.191201698355306,0,0.0580250708804522,0,0.0580250708804522,1.26881458755891,0.360662691932832,1.62947727949174
03:52:00,0.188010965256311,0,0.0571468155440057,0,0.0571468155440057,1.28783439105114,0.361772214134741,1.64960660518588
03:53:00,0.184986035681346,0,0.0563145274165933,0,0.0563145274165933,1.30694808636899,0.362899705751884,1.66984779212087
03:54:00,0.182003725067374,0,0.0554910023744093,0,0.0554910023744093,1.32615427902244,0.364045250441593,1.69019952946403
03:55:00,0.179063518525769,0,0.0546762295160933,0,0.0546762295160933,1.34545161913933,0.365208930513598,1.71066054965293
03:56:00,0.176164906350248,0,0.053870195192505,0,0.053870195192505,1.36483877112654,0.366390826958803,1.73122959808534
03:57:00,0.173307383975194,0,0.0530728831091759,0,0.0530728831091759,1.38431441364992,0.367591019463443,1.75190543311336
03:58:00,0.170490451934248,0,0.052284274426045,0,0.052284274426045,1.40387723960992,0.368809586423227,1.77268682603315
03:59:00,0.167723265892976,0,0.0515073134076348,0,0.0515073134076348,1.42352595611294,0.37004660495744,1.79357256107038
04:00:00,0.165141172360369,0,0.0507837927209066,0,0.0507837927209066,1.44325928685619,0.37130215092418,1.81456143778037
04:01:00,0.162593585504683,0,0.050067673200985,0,0.050067673200985,1.46307600859875,0.372576298954271,1.83565230755302
04:02:00,0.160080114561925,0,0.0493589406090822,0,0.0493589406090822,1.48297494769962,0.373869122501049,1.85684407020067
04:03:00,0.157600372392951,0,0.0486575788426611,0,0.0486575788426611,1.50295494257353,0.375180693870395,1.87813563644393
04:04:00,0.15515397545729,0,0.0479635700021527,0,0.0479635700021527,1.52301484366622,0.376511084232706,1.89952592789893
04:05:00,0.152740543787108,0,0.0472768944560137,0,0.0472768944560137,1.5431535134267,0.377860363634827,1.92101387706152
04:06:00,0.150359700961311,0,0.0465975309041621,0,0.0465975309041621,1.56336982627664,0.379228601011955,1.9425984272886
04:07:00,0.148094348350724,0,0.0459513106843461,0,0.0459513106843461,1.58366266857705,0.380615864199514,1.96427853277657
04:08:00,0.145894691369222,0,0.0453229687375482,0,0.0453229687375482,1.60403095966941,0.382022219955114,1.98605317962453
